# Urban Hata Model Propagation Results
# Current Date and Time (UTC - YYYY-MM-DD HH:MM:SS formatted): 2025-06-01 14:33:38
Parameters:
- Frequency: 970.00 MHz
- Base station height: 50.00 m
- Mobile station height: 1.50 m
- Transmitter power: 43.00 dBm

Distance(m)	PathLoss(dB)	FieldStrength(dB)	E-field(V/m)
87.466150	88.469191	91.485239	3.751992e-02
87.543417	88.482142	91.472288	3.746402e-02
87.620684	88.495082	91.459349	3.740825e-02
87.697951	88.508010	91.446421	3.735262e-02
87.775218	88.520926	91.433504	3.729711e-02
87.852485	88.533832	91.420599	3.724174e-02
87.929751	88.546726	91.407705	3.718649e-02
88.007018	88.559608	91.394822	3.713138e-02
88.084285	88.572480	91.381951	3.707640e-02
88.161552	88.585340	91.369091	3.702155e-02
88.238819	88.598188	91.356242	3.696682e-02
88.316086	88.611026	91.343404	3.691223e-02
88.393353	88.623852	91.330578	3.685776e-02
88.470620	88.636667	91.317763	3.680342e-02
88.547887	88.649471	91.304959	3.674921e-02
88.625154	88.662264	91.292166	3.669512e-02
88.702421	88.675046	91.279385	3.664116e-02
88.779688	88.687816	91.266614	3.658733e-02
88.856954	88.700575	91.253855	3.653362e-02
88.934221	88.713324	91.241107	3.648004e-02
89.011488	88.726061	91.228370	3.642659e-02
89.088755	88.738787	91.215643	3.637326e-02
89.166022	88.751502	91.202928	3.632005e-02
89.243289	88.764206	91.190224	3.626696e-02
89.320556	88.776899	91.177531	3.621400e-02
89.397823	88.789582	91.164849	3.616117e-02
89.475090	88.802253	91.152178	3.610845e-02
89.552357	88.814913	91.139518	3.605586e-02
89.629624	88.827562	91.126868	3.600339e-02
89.706891	88.840201	91.114230	3.595104e-02
89.784157	88.852828	91.101602	3.589881e-02
89.861424	88.865445	91.088986	3.584671e-02
89.938691	88.878051	91.076380	3.579472e-02
90.015958	88.890646	91.063785	3.574285e-02
90.093225	88.903230	91.051201	3.569111e-02
90.170492	88.915803	91.038627	3.563948e-02
90.247759	88.928366	91.026064	3.558797e-02
90.325026	88.940918	91.013513	3.553658e-02
90.402293	88.953459	91.000971	3.548531e-02
90.479560	88.965989	90.988441	3.543415e-02
90.556827	88.978509	90.975921	3.538311e-02
90.634094	88.991018	90.963412	3.533219e-02
90.711360	89.003517	90.950914	3.528139e-02
90.788627	89.016004	90.938426	3.523070e-02
90.865894	89.028482	90.925949	3.518013e-02
90.943161	89.040948	90.913482	3.512967e-02
91.020428	89.053404	90.901026	3.507933e-02
91.097695	89.065849	90.888581	3.502911e-02
91.174962	89.078284	90.876146	3.497899e-02
91.252229	89.090709	90.863722	3.492900e-02
91.329496	89.103122	90.851308	3.487911e-02
91.406763	89.115526	90.838905	3.482934e-02
91.484030	89.127918	90.826512	3.477968e-02
91.561297	89.140301	90.814130	3.473014e-02
91.638563	89.152673	90.801758	3.468070e-02
91.715830	89.165034	90.789396	3.463138e-02
91.793097	89.177385	90.777045	3.458217e-02
91.870364	89.189726	90.764705	3.453307e-02
91.947631	89.202056	90.752374	3.448409e-02
92.024898	89.214376	90.740054	3.443521e-02
92.102165	89.226686	90.727745	3.438644e-02
92.179432	89.238985	90.715445	3.433778e-02
92.256699	89.251274	90.703156	3.428924e-02
92.333966	89.263553	90.690878	3.424080e-02
92.411233	89.275821	90.678609	3.419247e-02
92.488500	89.288079	90.666351	3.414425e-02
92.565766	89.300327	90.654103	3.409614e-02
92.643033	89.312565	90.641866	3.404813e-02
92.720300	89.324792	90.629638	3.400023e-02
92.797567	89.337010	90.617421	3.395244e-02
92.874834	89.349217	90.605214	3.390476e-02
92.952101	89.361414	90.593017	3.385718e-02
93.029368	89.373601	90.580830	3.380971e-02
93.106635	89.385777	90.568653	3.376235e-02
93.183902	89.397944	90.556486	3.371509e-02
93.261169	89.410101	90.544330	3.366794e-02
93.338436	89.422247	90.532183	3.362089e-02
93.415703	89.434384	90.520047	3.357394e-02
93.492969	89.446510	90.507921	3.352710e-02
93.570236	89.458626	90.495804	3.348037e-02
93.647503	89.470733	90.483698	3.343373e-02
93.724770	89.482829	90.471601	3.338721e-02
93.802037	89.494916	90.459515	3.334078e-02
93.879304	89.506992	90.447438	3.329446e-02
93.956571	89.519059	90.435372	3.324823e-02
94.033838	89.531115	90.423315	3.320212e-02
94.111105	89.543162	90.411269	3.315610e-02
94.188372	89.555199	90.399232	3.311018e-02
94.265639	89.567226	90.387205	3.306437e-02
94.342906	89.579243	90.375188	3.301866e-02
94.420172	89.591250	90.363180	3.297304e-02
94.497439	89.603248	90.351183	3.292753e-02
94.574706	89.615235	90.339195	3.288212e-02
94.651973	89.627213	90.327217	3.283680e-02
94.729240	89.639181	90.315249	3.279159e-02
94.806507	89.651139	90.303291	3.274647e-02
94.883774	89.663088	90.291342	3.270146e-02
94.961041	89.675027	90.279404	3.265654e-02
95.038308	89.686956	90.267474	3.261172e-02
95.115575	89.698875	90.255555	3.256700e-02
95.192842	89.710785	90.243645	3.252238e-02
95.270109	89.722685	90.231745	3.247785e-02
95.347375	89.734576	90.219855	3.243342e-02
95.424642	89.746457	90.207974	3.238909e-02
95.501909	89.758328	90.196103	3.234485e-02
95.579176	89.770189	90.184241	3.230071e-02
95.656443	89.782041	90.172389	3.225666e-02
95.733710	89.793884	90.160547	3.221271e-02
95.810977	89.805717	90.148714	3.216886e-02
95.888244	89.817540	90.136890	3.212510e-02
95.965511	89.829354	90.125076	3.208144e-02
96.042778	89.841158	90.113272	3.203787e-02
96.120045	89.852953	90.101477	3.199439e-02
96.197312	89.864739	90.089692	3.195101e-02
96.274578	89.876514	90.077916	3.190772e-02
96.351845	89.888281	90.066150	3.186453e-02
96.429112	89.900038	90.054392	3.182143e-02
96.506379	89.911786	90.042645	3.177842e-02
96.583646	89.923524	90.030907	3.173550e-02
96.660913	89.935253	90.019178	3.169267e-02
96.738180	89.946972	90.007458	3.164994e-02
96.815447	89.958682	89.995748	3.160730e-02
96.892714	89.970383	89.984048	3.156475e-02
96.969981	89.982074	89.972356	3.152229e-02
97.047248	89.993756	89.960674	3.147993e-02
97.124515	90.005429	89.949001	3.143765e-02
97.201781	90.017093	89.937338	3.139546e-02
97.279048	90.028747	89.925683	3.135337e-02
97.356315	90.040392	89.914038	3.131136e-02
97.433582	90.052028	89.902403	3.126944e-02
97.510849	90.063654	89.890776	3.122761e-02
97.588116	90.075272	89.879159	3.118588e-02
97.665383	90.086880	89.867551	3.114423e-02
97.742650	90.098479	89.855952	3.110266e-02
97.819917	90.110069	89.844362	3.106119e-02
97.897184	90.121649	89.832781	3.101981e-02
97.974451	90.133221	89.821210	3.097851e-02
98.051718	90.144783	89.809647	3.093730e-02
98.128985	90.156336	89.798094	3.089617e-02
98.206251	90.167881	89.786550	3.085514e-02
98.283518	90.179416	89.775015	3.081419e-02
98.360785	90.190942	89.763489	3.077333e-02
98.438052	90.202459	89.751972	3.073255e-02
98.515319	90.213967	89.740464	3.069186e-02
98.592586	90.225466	89.728965	3.065125e-02
98.669853	90.236955	89.717475	3.061073e-02
98.747120	90.248436	89.705994	3.057030e-02
98.824387	90.259908	89.694522	3.052995e-02
98.901654	90.271371	89.683059	3.048969e-02
98.978921	90.282825	89.671605	3.044951e-02
99.056188	90.294270	89.660160	3.040941e-02
99.133454	90.305707	89.648724	3.036940e-02
99.210721	90.317134	89.637297	3.032947e-02
99.287988	90.328552	89.625878	3.028963e-02
99.365255	90.339962	89.614469	3.024986e-02
99.442522	90.351362	89.603068	3.021019e-02
99.519789	90.362754	89.591676	3.017059e-02
99.597056	90.374137	89.580293	3.013108e-02
99.674323	90.385511	89.568919	3.009165e-02
99.751590	90.396876	89.557554	3.005230e-02
99.828857	90.408233	89.546198	3.001303e-02
99.906124	90.419580	89.534850	2.997385e-02
99.983391	90.430919	89.523511	2.993474e-02
100.060657	90.442250	89.512181	2.989572e-02
100.137924	90.453571	89.500860	2.985678e-02
100.215191	90.464884	89.489547	2.981792e-02
100.292458	90.476188	89.478243	2.977914e-02
100.369725	90.487483	89.466948	2.974044e-02
100.446992	90.498769	89.455661	2.970182e-02
100.524259	90.510047	89.444383	2.966328e-02
100.601526	90.521316	89.433114	2.962482e-02
100.678793	90.532577	89.421853	2.958644e-02
100.756060	90.543829	89.410601	2.954813e-02
100.833327	90.555072	89.399358	2.950991e-02
100.910594	90.566307	89.388123	2.947177e-02
100.987860	90.577533	89.376897	2.943370e-02
101.065127	90.588751	89.365680	2.939571e-02
101.142394	90.599959	89.354471	2.935780e-02
101.219661	90.611160	89.343271	2.931997e-02
101.296928	90.622352	89.332079	2.928222e-02
101.374195	90.633535	89.320895	2.924454e-02
101.451462	90.644710	89.309721	2.920694e-02
101.528729	90.655876	89.298554	2.916942e-02
101.605996	90.667034	89.287397	2.913197e-02
101.683263	90.678183	89.276247	2.909460e-02
101.760530	90.689324	89.265107	2.905730e-02
101.837797	90.700456	89.253974	2.902009e-02
101.915063	90.711580	89.242850	2.898295e-02
101.992330	90.722696	89.231735	2.894588e-02
102.069597	90.733803	89.220628	2.890889e-02
102.146864	90.744901	89.209529	2.887197e-02
102.224131	90.755992	89.198439	2.883513e-02
102.301398	90.767074	89.187357	2.879837e-02
102.378665	90.778147	89.176283	2.876167e-02
102.455932	90.789212	89.165218	2.872506e-02
102.533199	90.800269	89.154161	2.868852e-02
102.610466	90.811318	89.143113	2.865205e-02
102.687733	90.822358	89.132073	2.861565e-02
102.765000	90.833390	89.121041	2.857933e-02
102.842266	90.844413	89.110017	2.854308e-02
102.919533	90.855429	89.099002	2.850691e-02
102.996800	90.866436	89.087995	2.847080e-02
103.074067	90.877434	89.076996	2.843478e-02
103.151334	90.888425	89.066006	2.839882e-02
103.228601	90.899407	89.055023	2.836293e-02
103.305868	90.910381	89.044049	2.832712e-02
103.383135	90.921347	89.033083	2.829138e-02
103.460402	90.932305	89.022126	2.825571e-02
103.537669	90.943254	89.011176	2.822012e-02
103.614936	90.954196	89.000235	2.818459e-02
103.692203	90.965129	88.989301	2.814914e-02
103.769469	90.976054	88.978376	2.811375e-02
103.846736	90.986971	88.967460	2.807844e-02
103.924003	90.997880	88.956551	2.804320e-02
104.001270	91.008780	88.945650	2.800803e-02
104.078537	91.019673	88.934757	2.797292e-02
104.155804	91.030558	88.923873	2.793789e-02
104.233071	91.041434	88.912996	2.790293e-02
104.310338	91.052302	88.902128	2.786804e-02
104.387605	91.063163	88.891268	2.783322e-02
104.464872	91.074015	88.880415	2.779846e-02
104.542139	91.084859	88.869571	2.776378e-02
104.619406	91.095696	88.858735	2.772916e-02
104.696672	91.106524	88.847907	2.769461e-02
104.773939	91.117344	88.837086	2.766014e-02
104.851206	91.128156	88.826274	2.762573e-02
104.928473	91.138961	88.815470	2.759138e-02
105.005740	91.149757	88.804673	2.755711e-02
105.083007	91.160546	88.793885	2.752290e-02
105.160274	91.171326	88.783104	2.748876e-02
105.237541	91.182099	88.772332	2.745469e-02
105.314808	91.192863	88.761567	2.742069e-02
105.392075	91.203620	88.750810	2.738675e-02
105.469342	91.214369	88.740061	2.735288e-02
105.546609	91.225110	88.729320	2.731908e-02
105.623875	91.235843	88.718587	2.728534e-02
105.701142	91.246569	88.707862	2.725167e-02
105.778409	91.257286	88.697144	2.721806e-02
105.855676	91.267996	88.686435	2.718452e-02
105.932943	91.278698	88.675733	2.715105e-02
106.010210	91.289392	88.665039	2.711764e-02
106.087477	91.300078	88.654353	2.708430e-02
106.164744	91.310756	88.643674	2.705102e-02
106.242011	91.321427	88.633003	2.701781e-02
106.319278	91.332090	88.622340	2.698466e-02
106.396545	91.342745	88.611685	2.695158e-02
106.473812	91.353393	88.601038	2.691856e-02
106.551078	91.364032	88.590398	2.688561e-02
106.628345	91.374664	88.579766	2.685272e-02
106.705612	91.385289	88.569142	2.681990e-02
106.782879	91.395905	88.558525	2.678713e-02
106.860146	91.406514	88.547916	2.675444e-02
106.937413	91.417116	88.537315	2.672180e-02
107.014680	91.427709	88.526721	2.668923e-02
107.091947	91.438295	88.516135	2.665672e-02
107.169214	91.448874	88.505557	2.662428e-02
107.246481	91.459444	88.494986	2.659190e-02
107.323748	91.470007	88.484423	2.655958e-02
107.401015	91.480563	88.473867	2.652732e-02
107.478281	91.491111	88.463320	2.649513e-02
107.555548	91.501651	88.452779	2.646299e-02
107.632815	91.512184	88.442246	2.643092e-02
107.710082	91.522709	88.431721	2.639891e-02
107.787349	91.533227	88.421204	2.636697e-02
107.864616	91.543737	88.410693	2.633508e-02
107.941883	91.554240	88.400191	2.630326e-02
108.019150	91.564735	88.389696	2.627150e-02
108.096417	91.575222	88.379208	2.623979e-02
108.173684	91.585702	88.368728	2.620815e-02
108.250951	91.596175	88.358255	2.617657e-02
108.328218	91.606640	88.347790	2.614505e-02
108.405484	91.617098	88.337333	2.611359e-02
108.482751	91.627548	88.326882	2.608219e-02
108.560018	91.637991	88.316440	2.605086e-02
108.637285	91.648426	88.306004	2.601958e-02
108.714552	91.658854	88.295576	2.598836e-02
108.791819	91.669275	88.285156	2.595720e-02
108.869086	91.679688	88.274743	2.592610e-02
108.946353	91.690093	88.264337	2.589506e-02
109.023620	91.700492	88.253939	2.586407e-02
109.100887	91.710883	88.243548	2.583315e-02
109.178154	91.721266	88.233164	2.580229e-02
109.255421	91.731643	88.222788	2.577148e-02
109.332687	91.742012	88.212419	2.574073e-02
109.409954	91.752373	88.202057	2.571005e-02
109.487221	91.762728	88.191703	2.567942e-02
109.564488	91.773075	88.181356	2.564884e-02
109.641755	91.783414	88.171016	2.561833e-02
109.719022	91.793747	88.160684	2.558787e-02
109.796289	91.804072	88.150359	2.555747e-02
109.873556	91.814390	88.140041	2.552713e-02
109.950823	91.824700	88.129730	2.549685e-02
110.028090	91.835004	88.119427	2.546662e-02
110.105357	91.845300	88.109130	2.543645e-02
110.182624	91.855589	88.098842	2.540634e-02
110.259890	91.865871	88.088560	2.537628e-02
110.337157	91.876145	88.078285	2.534628e-02
110.414424	91.886413	88.068018	2.531634e-02
110.491691	91.896673	88.057758	2.528645e-02
110.568958	91.906926	88.047505	2.525662e-02
110.646225	91.917171	88.037259	2.522685e-02
110.723492	91.927410	88.027020	2.519713e-02
110.800759	91.937642	88.016789	2.516746e-02
110.878026	91.947866	88.006564	2.513786e-02
110.955293	91.958083	87.996347	2.510830e-02
111.032560	91.968293	87.986137	2.507881e-02
111.109827	91.978496	87.975934	2.504936e-02
111.187093	91.988692	87.965738	2.501998e-02
111.264360	91.998881	87.955549	2.499064e-02
111.341627	92.009063	87.945367	2.496137e-02
111.418894	92.019238	87.935193	2.493214e-02
111.496161	92.029406	87.925025	2.490298e-02
111.573428	92.039566	87.914864	2.487386e-02
111.650695	92.049720	87.904711	2.484480e-02
111.727962	92.059866	87.894564	2.481580e-02
111.805229	92.070006	87.884425	2.478684e-02
111.882496	92.080138	87.874292	2.475795e-02
111.959763	92.090264	87.864166	2.472910e-02
112.037030	92.100383	87.854048	2.470031e-02
112.114296	92.110494	87.843936	2.467157e-02
112.191563	92.120599	87.833832	2.464289e-02
112.268830	92.130697	87.823734	2.461425e-02
112.346097	92.140787	87.813643	2.458568e-02
112.423364	92.150871	87.803559	2.455715e-02
112.500631	92.160948	87.793482	2.452868e-02
112.577898	92.171018	87.783413	2.450026e-02
112.655165	92.181081	87.773349	2.447189e-02
112.732432	92.191137	87.763293	2.444357e-02
112.809699	92.201186	87.753244	2.441531e-02
112.886966	92.211229	87.743202	2.438710e-02
112.964233	92.221264	87.733166	2.435894e-02
113.041499	92.231293	87.723138	2.433083e-02
113.118766	92.241315	87.713116	2.430277e-02
113.196033	92.251330	87.703101	2.427477e-02
113.273300	92.261338	87.693093	2.424681e-02
113.350567	92.271339	87.683091	2.421891e-02
113.427834	92.281333	87.673097	2.419106e-02
113.505101	92.291321	87.663109	2.416326e-02
113.582368	92.301302	87.653128	2.413551e-02
113.659635	92.311276	87.643154	2.410781e-02
113.736902	92.321243	87.633187	2.408016e-02
113.814169	92.331204	87.623227	2.405256e-02
113.891436	92.341158	87.613273	2.402501e-02
113.968702	92.351105	87.603326	2.399752e-02
114.045969	92.361045	87.593385	2.397007e-02
114.123236	92.370979	87.583452	2.394267e-02
114.200503	92.380905	87.573525	2.391532e-02
114.277770	92.390825	87.563605	2.388803e-02
114.355037	92.400739	87.553692	2.386078e-02
114.432304	92.410646	87.543785	2.383358e-02
114.509571	92.420546	87.533885	2.380643e-02
114.586838	92.430439	87.523992	2.377933e-02
114.664105	92.440326	87.514105	2.375228e-02
114.741372	92.450206	87.504225	2.372527e-02
114.818639	92.460079	87.494351	2.369832e-02
114.895905	92.469946	87.484485	2.367142e-02
114.973172	92.479806	87.474625	2.364456e-02
115.050439	92.489659	87.464771	2.361775e-02
115.127706	92.499506	87.454924	2.359099e-02
115.204973	92.509346	87.445084	2.356428e-02
115.282240	92.519180	87.435250	2.353762e-02
115.359507	92.529007	87.425423	2.351100e-02
115.436774	92.538828	87.415603	2.348444e-02
115.514041	92.548641	87.405789	2.345792e-02
115.591308	92.558449	87.395982	2.343145e-02
115.668575	92.568250	87.386181	2.340502e-02
115.745842	92.578044	87.376387	2.337864e-02
115.823108	92.587832	87.366599	2.335232e-02
115.900375	92.597613	87.356818	2.332603e-02
115.977642	92.607387	87.347043	2.329980e-02
116.054909	92.617156	87.337275	2.327361e-02
116.132176	92.626917	87.327513	2.324747e-02
116.209443	92.636672	87.317758	2.322137e-02
116.286710	92.646421	87.308009	2.319533e-02
116.363977	92.656163	87.298267	2.316932e-02
116.441244	92.665899	87.288531	2.314337e-02
116.518511	92.675628	87.278802	2.311746e-02
116.595778	92.685351	87.269079	2.309160e-02
116.673045	92.695067	87.259363	2.306578e-02
116.750311	92.704777	87.249653	2.304001e-02
116.827578	92.714481	87.239949	2.301428e-02
116.904845	92.724178	87.230252	2.298861e-02
116.982112	92.733869	87.220562	2.296297e-02
117.059379	92.743553	87.210877	2.293738e-02
117.136646	92.753231	87.201199	2.291184e-02
117.213913	92.762903	87.191528	2.288634e-02
117.291180	92.772568	87.181863	2.286089e-02
117.368447	92.782226	87.172204	2.283548e-02
117.445714	92.791879	87.162552	2.281012e-02
117.522981	92.801525	87.152905	2.278480e-02
117.600248	92.811165	87.143266	2.275953e-02
117.677514	92.820798	87.133632	2.273430e-02
117.754781	92.830425	87.124005	2.270912e-02
117.832048	92.840046	87.114384	2.268398e-02
117.909315	92.849661	87.104770	2.265888e-02
117.986582	92.859269	87.095162	2.263383e-02
118.063849	92.868871	87.085560	2.260882e-02
118.141116	92.878466	87.075964	2.258386e-02
118.218383	92.888056	87.066375	2.255894e-02
118.295650	92.897639	87.056792	2.253407e-02
118.372917	92.907215	87.047215	2.250924e-02
118.450184	92.916786	87.037644	2.248445e-02
118.527451	92.926350	87.028080	2.245970e-02
118.604717	92.935908	87.018522	2.243500e-02
118.681984	92.945460	87.008970	2.241034e-02
118.759251	92.955006	86.999425	2.238573e-02
118.836518	92.964545	86.989885	2.236116e-02
118.913785	92.974079	86.980352	2.233663e-02
118.991052	92.983606	86.970825	2.231214e-02
119.068319	92.993126	86.961304	2.228770e-02
119.145586	93.002641	86.951789	2.226330e-02
119.222853	93.012150	86.942281	2.223894e-02
119.300120	93.021652	86.932778	2.221462e-02
119.377387	93.031148	86.923282	2.219035e-02
119.454654	93.040638	86.913792	2.216612e-02
119.531920	93.050122	86.904308	2.214193e-02
119.609187	93.059600	86.894830	2.211778e-02
119.686454	93.069072	86.885359	2.209367e-02
119.763721	93.078537	86.875893	2.206961e-02
119.840988	93.087997	86.866434	2.204559e-02
119.918255	93.097450	86.856980	2.202161e-02
119.995522	93.106897	86.847533	2.199767e-02
120.072789	93.116339	86.838092	2.197377e-02
120.150056	93.125774	86.828657	2.194991e-02
120.227323	93.135203	86.819228	2.192610e-02
120.304590	93.144626	86.809805	2.190233e-02
120.381857	93.154043	86.800388	2.187859e-02
120.459123	93.163453	86.790977	2.185490e-02
120.536390	93.172858	86.781572	2.183125e-02
120.613657	93.182257	86.772173	2.180764e-02
120.690924	93.191650	86.762780	2.178407e-02
120.768191	93.201037	86.753394	2.176054e-02
120.845458	93.210418	86.744013	2.173705e-02
120.922725	93.219792	86.734638	2.171360e-02
120.999992	93.229161	86.725269	2.169020e-02
121.077259	93.238524	86.715906	2.166683e-02
121.154526	93.247881	86.706550	2.164350e-02
121.231793	93.257232	86.697199	2.162021e-02
121.309060	93.266577	86.687854	2.159696e-02
121.386326	93.275916	86.678515	2.157375e-02
121.463593	93.285249	86.669182	2.155059e-02
121.540860	93.294576	86.659855	2.152746e-02
121.618127	93.303897	86.650533	2.150437e-02
121.695394	93.313212	86.641218	2.148132e-02
121.772661	93.322522	86.631909	2.145831e-02
121.849928	93.331825	86.622605	2.143533e-02
121.927195	93.341123	86.613308	2.141240e-02
122.004462	93.350414	86.604016	2.138951e-02
122.081729	93.359700	86.594730	2.136665e-02
122.158996	93.368980	86.585450	2.134384e-02
122.236263	93.378254	86.576176	2.132106e-02
122.313530	93.387522	86.566908	2.129832e-02
122.390796	93.396785	86.557646	2.127562e-02
122.468063	93.406041	86.548389	2.125296e-02
122.545330	93.415292	86.539139	2.123034e-02
122.622597	93.424537	86.529894	2.120775e-02
122.699864	93.433775	86.520655	2.118521e-02
122.777131	93.443009	86.511422	2.116270e-02
122.854398	93.452236	86.502194	2.114023e-02
122.931665	93.461458	86.492973	2.111780e-02
123.008932	93.470673	86.483757	2.109540e-02
123.086199	93.479883	86.474547	2.107305e-02
123.163466	93.489087	86.465343	2.105073e-02
123.240733	93.498286	86.456145	2.102845e-02
123.317999	93.507479	86.446952	2.100620e-02
123.395266	93.516665	86.437765	2.098400e-02
123.472533	93.525847	86.428584	2.096183e-02
123.549800	93.535022	86.419408	2.093970e-02
123.627067	93.544192	86.410239	2.091760e-02
123.704334	93.553356	86.401075	2.089555e-02
123.781601	93.562514	86.391917	2.087353e-02
123.858868	93.571666	86.382764	2.085154e-02
123.936135	93.580813	86.373617	2.082960e-02
124.013402	93.589954	86.364476	2.080769e-02
124.090669	93.599090	86.355341	2.078581e-02
124.167936	93.608219	86.346211	2.076398e-02
124.245202	93.617343	86.337087	2.074218e-02
124.322469	93.626462	86.327969	2.072041e-02
124.399736	93.635574	86.318856	2.069869e-02
124.477003	93.644681	86.309749	2.067700e-02
124.554270	93.653783	86.300648	2.065534e-02
124.631537	93.662879	86.291552	2.063372e-02
124.708804	93.671969	86.282462	2.061214e-02
124.786071	93.681053	86.273377	2.059059e-02
124.863338	93.690132	86.264298	2.056908e-02
124.940605	93.699205	86.255225	2.054761e-02
125.017872	93.708273	86.246158	2.052617e-02
125.095139	93.717335	86.237096	2.050476e-02
125.172405	93.726391	86.228039	2.048340e-02
125.249672	93.735442	86.218988	2.046206e-02
125.326939	93.744487	86.209943	2.044077e-02
125.404206	93.753527	86.200903	2.041950e-02
125.481473	93.762561	86.191869	2.039828e-02
125.558740	93.771590	86.182841	2.037708e-02
125.636007	93.780613	86.173818	2.035593e-02
125.713274	93.789630	86.164800	2.033480e-02
125.790541	93.798642	86.155788	2.031372e-02
125.867808	93.807649	86.146782	2.029267e-02
125.945075	93.816649	86.137781	2.027165e-02
126.022342	93.825645	86.128786	2.025066e-02
126.099608	93.834635	86.119796	2.022972e-02
126.176875	93.843619	86.110812	2.020880e-02
126.254142	93.852598	86.101833	2.018792e-02
126.331409	93.861571	86.092860	2.016708e-02
126.408676	93.870539	86.083892	2.014627e-02
126.485943	93.879501	86.074929	2.012549e-02
126.563210	93.888458	86.065972	2.010475e-02
126.640477	93.897409	86.057021	2.008404e-02
126.717744	93.906355	86.048075	2.006336e-02
126.795011	93.915296	86.039135	2.004272e-02
126.872278	93.924231	86.030200	2.002212e-02
126.949545	93.933161	86.021270	2.000154e-02
127.026811	93.942085	86.012346	1.998100e-02
127.104078	93.951003	86.003427	1.996050e-02
127.181345	93.959917	85.994514	1.994002e-02
127.258612	93.968825	85.985606	1.991959e-02
127.335879	93.977727	85.976703	1.989918e-02
127.413146	93.986624	85.967806	1.987881e-02
127.490413	93.995516	85.958914	1.985847e-02
127.567680	94.004402	85.950028	1.983816e-02
127.644947	94.013283	85.941147	1.981789e-02
127.722214	94.022159	85.932272	1.979765e-02
127.799481	94.031029	85.923401	1.977744e-02
127.876748	94.039894	85.914537	1.975727e-02
127.954014	94.048753	85.905677	1.973712e-02
128.031281	94.057608	85.896823	1.971701e-02
128.108548	94.066456	85.887974	1.969694e-02
128.185815	94.075300	85.879131	1.967689e-02
128.263082	94.084138	85.870293	1.965688e-02
128.340349	94.092971	85.861460	1.963690e-02
128.417616	94.101798	85.852632	1.961696e-02
128.494883	94.110620	85.843810	1.959704e-02
128.572150	94.119437	85.834993	1.957716e-02
128.649417	94.128249	85.826182	1.955731e-02
128.726684	94.137055	85.817375	1.953749e-02
128.803951	94.145856	85.808574	1.951770e-02
128.881217	94.154652	85.799779	1.949795e-02
128.958484	94.163442	85.790988	1.947823e-02
129.035751	94.172228	85.782203	1.945854e-02
129.113018	94.181008	85.773423	1.943888e-02
129.190285	94.189782	85.764648	1.941925e-02
129.267552	94.198552	85.755879	1.939965e-02
129.344819	94.207316	85.747115	1.938009e-02
129.422086	94.216075	85.738356	1.936055e-02
129.499353	94.224829	85.729602	1.934105e-02
129.576620	94.233577	85.720853	1.932158e-02
129.653887	94.242320	85.712110	1.930214e-02
129.731154	94.251058	85.703372	1.928273e-02
129.808420	94.259791	85.694639	1.926336e-02
129.885687	94.268519	85.685911	1.924401e-02
129.962954	94.277242	85.677189	1.922469e-02
130.040221	94.285959	85.668472	1.920541e-02
130.117488	94.294671	85.659759	1.918616e-02
130.194755	94.303378	85.651053	1.916693e-02
130.272022	94.312080	85.642351	1.914774e-02
130.349289	94.320776	85.633654	1.912858e-02
130.426556	94.329468	85.624963	1.910945e-02
130.503823	94.338154	85.616276	1.909035e-02
130.581090	94.346835	85.607595	1.907128e-02
130.658357	94.355511	85.598919	1.905224e-02
130.735623	94.364182	85.590248	1.903323e-02
130.812890	94.372848	85.581582	1.901425e-02
130.890157	94.381509	85.572922	1.899530e-02
130.967424	94.390164	85.564266	1.897638e-02
131.044691	94.398815	85.555615	1.895749e-02
131.121958	94.407460	85.546970	1.893863e-02
131.199225	94.416101	85.538330	1.891980e-02
131.276492	94.424736	85.529695	1.890100e-02
131.353759	94.433366	85.521065	1.888223e-02
131.431026	94.441991	85.512439	1.886349e-02
131.508293	94.450611	85.503820	1.884478e-02
131.585560	94.459226	85.495205	1.882609e-02
131.662826	94.467836	85.486595	1.880744e-02
131.740093	94.476441	85.477990	1.878882e-02
131.817360	94.485040	85.469390	1.877023e-02
131.894627	94.493635	85.460795	1.875166e-02
131.971894	94.502225	85.452206	1.873313e-02
132.049161	94.510809	85.443621	1.871462e-02
132.126428	94.519389	85.435042	1.869615e-02
132.203695	94.527964	85.426467	1.867770e-02
132.280962	94.536533	85.417897	1.865928e-02
132.358229	94.545098	85.409333	1.864089e-02
132.435496	94.553657	85.400773	1.862253e-02
132.512763	94.562212	85.392218	1.860420e-02
132.590029	94.570762	85.383669	1.858589e-02
132.667296	94.579306	85.375124	1.856762e-02
132.744563	94.587846	85.366585	1.854937e-02
132.821830	94.596381	85.358050	1.853116e-02
132.899097	94.604910	85.349520	1.851297e-02
132.976364	94.613435	85.340995	1.849481e-02
133.053631	94.621955	85.332475	1.847667e-02
133.130898	94.630470	85.323961	1.845857e-02
133.208165	94.638980	85.315451	1.844049e-02
133.285432	94.647485	85.306946	1.842245e-02
133.362699	94.655985	85.298446	1.840443e-02
133.439966	94.664480	85.289950	1.838643e-02
133.517232	94.672970	85.281460	1.836847e-02
133.594499	94.681456	85.272975	1.835054e-02
133.671766	94.689936	85.264494	1.833263e-02
133.749033	94.698412	85.256019	1.831475e-02
133.826300	94.706882	85.247548	1.829690e-02
